order_date,order_code,tkt_code,order_intrnl_line_num,actl_batch_qty,cstmry_actl_batch_qty,metric_actl_batch_qty,matl_price,cstmry_matl_price,metric_matl_price,haul_price,cstmry_haul_price,metric_haul_price,delv_price,cstmry_delv_price,metric_delv_price,cost,cost_uom,cstmry_cost,metric_cost,cost_ext_code,ext_matl_cost_amt,delv_qty,cstmry_delv_qty,metric_delv_qty,delv_qty_uom,cstmry_delv_qty_uom,metric_delv_qty_uom,orig_delv_qty,cstmry_orig_delv_qty,metric_orig_delv_qty,order_delv_qty,cstmry_order_delv_qty,metric_order_delv_qty,dump_qty,cstmry_dump_qty,metric_dump_qty,pre_batched_qty,cstmry_pre_batched_qty,metric_pre_batched_qty,resold_qty,cstmry_resold_qty,metric_resold_qty,price_qty,cstmry_price_qty,metric_price_qty,tkt_qty,cstmry_tkt_qty,metric_tkt_qty,resold_tkt_code,rm_slump,rm_slump_uom,rm_mix_flag,ext_price_amt,ship_plant_code,susp_rsn_code,invy_adjust_code,sales_anl_adjust_code,moved_order_date,moved_to_order_code,moved_from_order_code,reused_order_date,reused_order_code,batch_code,am_min_temp,invc_round_diff_amt,chrg_cart_code,ext_matl_price,ext_haul_price,ext_delv_price,inventory_update_qty,temperature,temperature_uom,energy_consumed,energy_consumed_uom,pct_hydrate,record_origin_code,pre_batched_water_qty,pre_batched_water_uom,pre_batched_uom,order_num,version,seq_num,external_plant_code,dump_water_qty,ext_pay_cart_amt,pay_cart_qty,pay_cart_qty_uom,pay_cart_rate_amt,min_slump,max_slump,update_date,u_version,lot_num_list
2025-02-01 00:00:00,           2,020125A ,1,,,,70.50,70.50,70.50,0.00,0.00,0.00,70.50,70.50,70.50,,90005,,,,0.00,121.50,121.50,121.50,90005,90005,80001,,,,121.50,121.50,121.50,,,,,,,,,,121.50,121.50,121.50,,,,,,,False,8565.75, 44,,,,,,,,,,,,,8565.75,0.00,8565.75,,,,,,,,,,,,,,,,,,,,,,2025-02-07 10:25:33.990000,!,
2025-02-01 00:00:00,           2,020125A ,2,,,,34.50,34.50,34.50,0.00,0.00,0.00,34.50,34.50,34.50,,90005,,,,0.00,39.00,39.00,39.00,90005,90005,80001,,,,160.50,160.50,160.50,,,,,,,,,,39.00,39.00,39.00,,,,,,,False,1345.50, 44,,,,,,,,,,,,,1345.50,0.00,1345.50,,,,,,,,,,,,,,,,,,,,,,2025-02-07 10:25:33.990000,!,
2025-02-01 00:00:00,           3,020125B ,1,,,,103.00,103.00,103.00,0.00,0.00,0.00,103.00,103.00,103.00,,90005,,,,0.00,3.50,3.50,3.50,90005,90005,80001,,,,3.50,3.50,3.50,,,,,,,,,,3.50,3.50,3.50,,,,,,,False,360.50, 43,,,,,,,,,,,,,360.50,0.00,360.50,,,,,,,,,,,,,,,,,,,,,,2025-02-07 10:27:13.090000,!,
2025-02-01 00:00:00,           4,020125C ,1,,,,70.50,70.50,70.50,0.00,0.00,0.00,70.50,70.50,70.50,,90005,,,,0.00,24.00,24.00,24.00,90005,90005,80001,,,,24.00,24.00,24.00,,,,,,,,,,24.00,24.00,24.00,,,,,,,False,1692.00, 40,,,,,,,,,,,,,1692.00,0.00,1692.00,,,,,,,,,,,,,,,,,,,,,,2025-02-07 10:29:28.730000,!,
2025-02-01 00:00:00,           5,013125W ,1,,,,,,,,,,,,,,,,,,0.00,1.00,1.00,1.00,80004,80004,80004,,,,1.00,1.00,1.00,,,,,,,,,,1.00,1.00,1.00,,,,,,,False,25.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-07 11:11:06.100000,"""",
2025-02-01 00:00:00,           6,0215225A,1,,,,38.00,38.00,38.00,0.00,0.00,0.00,38.00,38.00,38.00,,90005,,,,0.00,8.00,8.00,8.00,90005,90005,80001,,,,8.00,8.00,8.00,,,,,,,,,,8.00,8.00,8.00,,,,,,,False,304.00, 42,,,,,,,,,,,,,304.00,0.00,304.00,,,,,,,,,,,,,,,,,,,,,,2025-02-19 09:39:45.350000,!,
2025-02-01 00:00:00,           6,0215225A,2,,,,94.50,94.50,94.50,0.00,0.00,0.00,94.50,94.50,94.50,,90005,,,,0.00,16.00,16.00,16.00,90005,90005,80001,,,,24.00,24.00,24.00,,,,,,,,,,16.00,16.00,16.00,,,,,,,False,1512.00, 42,,,,,,,,,,,,,1512.00,0.00,1512.00,,,,,,,,,,,,,,,,,,,,,,2025-02-19 09:39:45.350000,!,
2025-02-01 00:00:00,           6,0215225A,3,,,,42.00,42.00,42.00,0.00,0.00,0.00,42.00,42.00,42.00,,90005,,,,0.00,102.00,102.00,102.00,90005,90005,80001,,,,126.00,126.00,126.00,,,,,,,,,,102.00,102.00,102.00,,,,,,,False,4284.00, 42,,,,,,,,,,,,,4284.00,0.00,4284.00,,,,,,,,,,,,,,,,,,,,,,2025-02-19 09:39:45.350000,!,
2025-02-01 00:00:00,           6,0215225A,4,,,,70.00,70.00,70.00,0.00,0.00,0.00,70.00,70.00,70.00,,90005,,,,0.00,3.00,3.00,3.00,90005,90005,80001,,,,129.00,129.00,129.00,,,,,,,,,,3.00,3.00,3.00,,,,,,,False,210.00, 42,,,,,,,,,,,,,210.00,0.00,210.00,,,,,,,,,,,,,,,,,,,,,,2025-02-19 09:39:45.350000,!,
2025-02-01 00:00:00,           7,021525B ,1,,,,61.00,61.00,61.00,0.00,0.00,0.00,61.00,61.00,61.00,,90005,,,,0.00,33.00,33.00,33.00,90005,90005,80001,,,,33.00,33.00,33.00,,,,,,,,,,33.00,33.00,33.00,,,,,,,False,2013.00, 43,,,,,,,,,,,,,2013.00,0.00,2013.00,,,,,,,,,,,,,,,,,,,,,,2025-02-19 09:41:10.770000,!,
