order_date,order_code,order_intrnl_line_num,sort_line_num,prod_code,prod_descr,short_prod_descr,prod_cat,price,cstmry_price,metric_price,price_uom,cstmry_price_uom,metric_price_uom,price_derived_from_code,price_ext_code,price_qty,delv_price_flag,dflt_load_qty,cstmry_dflt_load_qty,metric_dflt_load_qty,dflt_load_qty_uom,order_qty_ext_code,order_dosage_qty,cstmry_order_dosage_qty,metric_order_dosage_qty,order_dosage_qty_uom,cstmry_order_dosage_qty_uom,metric_order_dosage_qty_uom,price_qty_ext_code,tkt_qty_ext_code,cred_price_adj_flag,cred_cost_adj_flag,order_qty,cstmry_order_qty,metric_order_qty,order_qty_uom,cstmry_order_qty_uom,metric_order_qty_uom,orig_order_qty,cstmry_orig_order_qty,metric_orig_order_qty,delv_qty,cstmry_delv_qty,metric_delv_qty,delv_qty_uom,cstmry_delv_qty_uom,metric_delv_qty_uom,delv_to_date_qty,cstmry_delv_to_date_qty,metric_delv_to_date_qty,rm_slump,rm_slump_uom,rm_mix_flag,comment_text,usage_code,taxble_code,non_tax_rsn_code,invc_flag,sep_invc_flag,remove_rsn_code,proj_line_num,cust_line_num,curr_load_num,quote_code,am_min_temp,moved_order_date,moved_to_order_code,moved_from_order_code,invy_adjust_code,sales_anl_adjust_code,mix_design_user_name,mix_design_update_date,qc_approvl_flag,qc_approvl_date,batch_code,chrg_cart_code,cart_rate_amt,quote_rev_num,type_price,matl_price,mix_sent_to_lab_status,lab_transfer_date,auth_user_name,linked_prod_seq_num,linked_prod_time_gap,cart_cat,additional_samples,apply_to_contract,contracted_samples,exclude_from_sample_sched_rpt,total_samples_to_take,pct_hydrate,pumped_indicator_code,writeoff_qty,writeoff_first_load_flag,record_origin_code,other_form_chng_code,update_date,u_version,cart_plant_codes,cart_truck_types,cart_rates,sur_codes,sur_rate_amts,apply_sur_rate_hler_flags,sundry_chrg_table_ids,sundry_chrg_sep_invc_flags,apply_sundry_chrg_flags,lot_num_list
2025-01-01 00:00:00,           1,1,1,           9,MONTHLY RENTALS                         ,GRADALL         ,RENT  ,66.00,66.00,66.00,90005,90005,80001,91,,1.50,False,,,,90005,1,,,,,,,1,1,False,False,1.50,1.50,1.50,90005,90005,80001,1.50,1.50,1.50,1.50,1.50,1.50,90005,90005,80001,,,,,,False,,,1,,True,False,,,,1,,,,,,,,,,False,,,,,,1,0.00,,,,,,RENT  ,,False,,False,,,,,False,,,2025-01-21 08:30:06.770000,"""",,,,,,,,,,
2025-01-02 00:00:00,           1,1,1,8401A       ,6.5 BAG AE                              ,6.5 BAG AE      ,     1,164.50,164.50,215.16,40003,40003,40013,24,1,0.00,False,0.01,0.01,0.01,40003,1,,,,,,,1,1,False,False,0.01,0.01,0.01,40003,40003,40013,0.01,0.01,0.01,0.00,0.00,0.00,40003,40003,40013,0.00,0.00,0.00,3       ,,True,,   1,1,,False,False, 11,,18,,,,,,,,,,,False,,,,,,1,0.00,00,,,,,,,False,,False,,,,,False,,,2024-12-27 12:01:54.890000,"""",,,,,,,,,,
2025-01-02 00:00:00,           2,1,1,8401A       ,6.5 BAG AE                              ,6.5 BAG AE      ,     1,164.50,164.50,215.16,40003,40003,40013,24,1,0.00,False,0.01,0.01,0.01,40003,1,,,,,,,1,1,False,False,0.01,0.01,0.01,40003,40003,40013,0.01,0.01,0.01,0.00,0.00,0.00,40003,40003,40013,0.00,0.00,0.00,3       ,,True,,   1,1,,False,False, 11,,18,,,,,,,,,,,False,,,,,,1,0.00,00,,,,,,,False,,False,,,,,False,,,2025-01-02 08:19:56.350000,"""",,,,,,,,,,
2025-01-02 00:00:00,           3,1,1,3523B       ,4500# AE PC                             ,4500# AE PC     ,     1,149.00,149.00,194.89,40003,40003,40013,12,1,28.50,False,9.50,9.50,7.26,40003,1,,,,,,,1,1,False,False,28.50,28.50,21.79,40003,40003,40013,19.01,19.01,14.53,28.50,28.50,21.79,40003,40003,40013,0.00,0.00,0.00,4       ,,True,,   6,1,,True,False,,1,,,,,,,,,,,,False,,,,,,1,149.00,01,,,,,,,False,,False,,,,,False,,,2025-01-16 15:13:30.510000,-,,,,,,,,,,
2025-01-02 00:00:00,           4,1,1,0000        ,VERIFY/CONFIRM MIX                      ,VERIFY/CONFIRM  ,     1,0.00,0.00,0.00,40003,40003,40013,12,,0.00,False,0.01,0.01,0.01,40003,1,,,,,,,1,1,False,False,0.01,0.01,0.01,40003,40003,40013,0.01,0.01,0.01,0.00,0.00,0.00,40003,40003,40013,0.00,0.00,0.00,4       ,,True,,   9,1,,False,False, 11,2,,,,,,,,,,,,False,,,,,,1,0.00,00,,,,,,,False,,False,,,,,False,,,2025-01-02 06:20:19.160000,"""",,,,,,,,,,
2025-01-02 00:00:00,           5,1,1,8401A       ,6.5 BAG AE                              ,6.5 BAG AE      ,     1,164.50,164.50,215.16,40003,40003,40013,24,1,0.00,False,0.01,0.01,0.01,40003,1,,,,,,,1,1,False,False,0.01,0.01,0.01,40003,40003,40013,0.01,0.01,0.01,0.00,0.00,0.00,40003,40003,40013,0.00,0.00,0.00,3       ,,True,,   1,1,,False,False, 11,,18,,,,,,,,,,,False,,,,,,1,0.00,00,,,,,,,False,,False,,,,,False,,,2025-01-02 10:22:16.970000,#,,,,,,,,,,
2025-01-02 00:00:00,           6,1,1,3303J       ,3500# AE                                ,3500# AE        ,     1,162.00,162.00,211.89,40003,40003,40013,36,1,0.00,False,9.00,9.00,6.88,40003,1,,,,,,,1,1,False,False,18.00,18.00,13.76,40003,40003,40013,18.00,18.00,13.76,0.00,0.00,0.00,40003,40003,40013,0.00,0.00,0.00,    4.00,,True,,,1,,False,False, 11,,,,,,,,,,,,,False,,,,,,1,0.00,01,,,,,,,False,,False,,,,,False,,,2025-01-13 09:49:57.090000,#,,,,,,,,,,
2025-01-02 00:00:00,           7,2,1,9545L       ,4500# AE #7's                           ,4500# AE #7's   ,     1,195.00,195.00,255.06,40003,40003,40013,12,1,14.00,False,9.00,9.00,6.88,40003,1,,,,,,,1,1,False,False,14.00,14.00,10.70,40003,40003,40013,19.01,19.01,14.53,14.00,14.00,10.70,40003,40003,40013,0.00,0.00,0.00,7       ,,True,,  12,1,,True,False,,3,,2,,,,,,,,,,False,,,,,,1,195.00,01,,,,,,,False,,False,,,,,False,,,2025-01-16 15:13:26.780000,(,,,,,,,,,,
2025-01-02 00:00:00,           7,4,2,7301B       ,GROUT PRIME PUMP                        ,GROUT PRIME PUMP,     1,309.00,309.00,404.17,40003,40003,40013,12,1,1.50,False,1.50,1.50,1.15,40003,1,,,,,,,1,1,False,False,1.50,1.50,1.15,40003,40003,40013,1.50,1.50,1.15,1.50,1.50,1.15,40003,40003,40013,0.00,0.00,0.00,    4.00,,True,,   9,1,,True,False,,2,,1,,,,,,,,,,False,,,,,,1,309.00,01,,,,,,,False,,False,,,,,False,,,2025-01-16 15:13:26.580000,',,,,,,,,,,
2025-01-02 00:00:00,           8,1,1,3301B       ,3500# AE                                ,3500# AE        ,     1,176.50,176.50,230.86,40003,40003,40013,32,1,12.00,False,6.00,6.00,4.59,40003,1,,,,,,,1,1,False,False,12.00,12.00,9.17,40003,40003,40013,9.51,9.51,7.27,12.00,12.00,9.17,40003,40003,40013,0.00,0.00,0.00,4       ,,True,,,1,,True,False,,,,,,,,,,,,,,False,,,,,,1,0.00,01,,,,,,,False,,False,,,,,False,,,2025-01-16 15:13:29.860000,(,,,,,,,,,,
