order_date,order_code,tkt_code,tkt_chrg_intrnl_line_num,tkt_chrg_code,sundry_chrg_table_id,unld_chrg_table_id,prod_code,prod_descr,short_prod_descr,prod_cat,price,cstmry_price,metric_price,price_uom,cstmry_price_uom,metric_price_uom,price_derived_from_code,price_ext_code,taxble_code,non_tax_rsn_code,delv_qty,cstmry_delv_qty,metric_delv_qty,delv_qty_uom,cstmry_delv_qty_uom,metric_delv_qty_uom,ext_price_amt,price_qty,cstmry_price_qty,metric_price_qty,cost,cost_uom,cstmry_cost,metric_cost,cost_ext_code,ext_matl_cost_amt,moved_order_date,moved_to_order_code,moved_from_order_code,delv_price_flag,comb_meth_code,usage_code,order_intrnl_line_num,invc_round_diff_amt,update_date,u_version
2025-01-02 00:00:00,           8,  137300,1,07,  2,,           2,WINTER SERVICE CHARGE                   ,WSC             ,    32,4.00,4.00,4.00,80001,80001,80001,85,,1,,6.00,6.00,6.00,80001,80001,80001,24.00,6.00,6.00,6.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:22:51.090000,!
2025-01-02 00:00:00,           8,  137300,2,07,  3,,FSC         ,FUEL SURCHARGE                          ,FSC             ,    10,8.25,8.25,8.25,80001,80001,80001,85,1,0, 32,1.00,1.00,1.00,80001,80001,80001,8.25,1.00,1.00,1.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:22:51.090000,!
2025-01-02 00:00:00,           8,  137301,1,07,  2,,           2,WINTER SERVICE CHARGE                   ,WSC             ,    32,4.00,4.00,4.00,80001,80001,80001,85,,1,,6.00,6.00,6.00,80001,80001,80001,24.00,6.00,6.00,6.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:56:53.270000,!
2025-01-02 00:00:00,           8,  137301,2,07,  3,,FSC         ,FUEL SURCHARGE                          ,FSC             ,    10,8.25,8.25,8.25,80001,80001,80001,85,1,0, 32,1.00,1.00,1.00,80001,80001,80001,8.25,1.00,1.00,1.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:56:53.270000,!
2025-01-02 00:00:00,          19,  137298,1,07,  2,,           2,WINTER SERVICE CHARGE                   ,WSC             ,    32,4.00,4.00,4.00,80001,80001,80001,85,,1,,9.00,9.00,9.00,80001,80001,80001,36.00,9.00,9.00,9.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:09:04.550000,""""
2025-01-02 00:00:00,          19,  137298,2,07,  3,,FSC         ,FUEL SURCHARGE                          ,FSC             ,    10,8.25,8.25,8.25,80001,80001,80001,85,1,0, 32,1.00,1.00,1.00,80001,80001,80001,8.25,1.00,1.00,1.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:09:04.550000,""""
2025-01-02 00:00:00,          19,  137299,1,07,  2,,           2,WINTER SERVICE CHARGE                   ,WSC             ,    32,4.00,4.00,4.00,80001,80001,80001,85,,1,,9.00,9.00,9.00,80001,80001,80001,36.00,9.00,9.00,9.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:09:32.380000,!
2025-01-02 00:00:00,          19,  137299,2,07,  3,,FSC         ,FUEL SURCHARGE                          ,FSC             ,    10,8.25,8.25,8.25,80001,80001,80001,85,1,0, 32,1.00,1.00,1.00,80001,80001,80001,8.25,1.00,1.00,1.00,,,,,,0.00,,,,False,,,,,2025-01-02 07:09:32.380000,!
2025-01-02 00:00:00,          19,  137302,1,07,  2,,           2,WINTER SERVICE CHARGE                   ,WSC             ,    32,4.00,4.00,4.00,80001,80001,80001,85,,1,,6.00,6.00,6.00,80001,80001,80001,24.00,6.00,6.00,6.00,,,,,,0.00,,,,False,,,,,2025-01-02 08:55:17.170000,!
2025-01-02 00:00:00,          19,  137302,2,07,  3,,FSC         ,FUEL SURCHARGE                          ,FSC             ,    10,8.25,8.25,8.25,80001,80001,80001,85,1,0, 32,1.00,1.00,1.00,80001,80001,80001,8.25,1.00,1.00,1.00,,,,,,0.00,,,,False,,,,,2025-01-02 08:55:17.170000,!
2025-01-02 00:00:00,          24,  137304,1,07,  2,,           2,WINTER SERVICE CHARGE                   ,WSC             ,    32,2.00,2.00,2.00,80001,80001,80001,85,,1,,9.50,9.50,9.50,80001,80001,80001,19.00,9.50,9.50,9.50,,,,,,0.00,,,,False,,,,,2025-01-02 10:31:37.780000,!
2025-01-02 00:00:00,          24,  137304,2,07,  3,,FSC         ,FUEL SURCHARGE                          ,FSC             ,    10,8.25,8.25,8.25,80001,80001,80001,85,1,0, 32,1.00,1.00,1.00,80001,80001,80001,8.25,1.00,1.00,1.00,,,,,,0.00,,,,False,,,,,2025-01-02 10:31:37.780000,!
